product_id,image_path,image_source,visual_match_status,validation_notes
P141,images/P141.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's nan straight Trousers (solid, linen) - matches 'Puma Women's Olive Straight Trousers'"
P142,images/P142.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's red wide Running Shoes (colour-block, mesh) - matches 'U.S. Polo Assn. Men's Red Wide Running Shoes'"
P143,images/P143.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's black relaxed Trousers (solid, linen) - matches 'U.S. Polo Assn. Women's Black Relaxed Trousers'"
P144,images/P144.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's pink slim Sneakers (solid, mesh) - matches 'Tokyo Talkies Women's Pink Slim Sneakers'"
P145,images/P145.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's nan regular T-Shirt (solid, cotton) - matches 'HERE&NOW Men's Grey Regular T-Shirt'"
P146,images/P146.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's black wide Running Shoes (solid, mesh) - matches 'DressBerry Women's Black Wide Running Shoes'"
P147,images/P147.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's black straight Cargo Pants (solid, cotton) - matches 'HERE&NOW Men's Black Straight Cargo Pants'"
P148,images/P148.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's white regular Sneakers (colour-block, mesh) - matches 'HERE&NOW Men's White Regular Sneakers'"
P149,images/P149.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's red regular Handbag (textured, leather) - matches 'WROGN Women's Red Regular Handbag'"
P150,images/P150.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's red regular Dress (solid, polyester) - matches 'Puma Women's Red Regular Dress'"
P151,images/P151.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's black regular Jacket (solid, polyester) - matches 'Tokyo Talkies Men's Black Regular Jacket'"
P152,images/P152.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's white relaxed Trousers (solid, linen) - matches 'WROGN Trousers'"
P153,images/P153.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's blue slim Shirt (checked, cotton) - matches 'U.S. Polo Assn. Men's Blue Slim Shirt'"
P154,images/P154.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's black slim Trousers (checked, cotton) - matches 'HRX Men's Black Slim Trousers'"
P155,images/P155.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's nan regular Jacket (solid, polyester) - matches 'Puma Men's Olive Regular Jacket'"
P156,images/P156.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's beige slim Trousers (checked, cotton) - matches 'HERE&NOW Men's Beige Slim Trousers'"
P157,images/P157.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's grey oversized T-Shirt (striped, cotton) - matches 'Levis Men's Grey Oversized T-Shirt'"
P158,images/P158.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's beige oversized Shirt (solid, cotton) - matches 'Roadster Men's Beige Oversized Shirt'"
P159,images/P159.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's nan wide Running Shoes (colour-block, mesh) - matches 'HERE&NOW Men's Blue Wide Running Shoes'"
P160,images/P160.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's blue wide Running Shoes (solid, mesh) - matches 'MANGO Men's Blue Wide Running Shoes'"
P161,images/P161.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's black wide Running Shoes (colour-block, mesh) - matches 'Mast & Harbour Women's Black Wide Running Shoes'"
P162,images/P162.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's black oversized Jacket (solid, polyester) - matches 'DressBerry Men's Black Oversized Jacket'"
P163,images/P163.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's white regular T-Shirt (solid, cotton) - matches 'Mast & Harbour Men's White Regular T-Shirt'"
P164,images/P164.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's black regular Jacket (colour-block, polyester) - matches 'Anouk Men's Black Regular Jacket'"
P165,images/P165.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's beige tapered Cargo Pants (solid, cotton) - matches 'U.S. Polo Assn. Men's Beige Tapered Cargo Pants'"
P166,images/P166.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's navy relaxed Trousers (solid, cotton) - matches 'Levis Men's Navy Relaxed Trousers'"
P167,images/P167.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's navy slim Kurta (solid, cotton) - matches 'Puma Men's Navy Slim Kurta'"
P168,images/P168.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's black wide Running Shoes (solid, mesh) - matches 'Puma Women's Black Wide Running Shoes'"
P169,images/P169.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's black wide Sneakers (solid, mesh) - matches 'Roadster Men's Black Wide Sneakers'"
P170,images/P170.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's blue regular Running Shoes (colour-block, mesh) - matches 'HRX Women's Blue Regular Running Shoes'"
P171,images/P171.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's black wide Running Shoes (solid, mesh) - matches 'HERE&NOW Men's Black Wide Running Shoes'"
P172,images/P172.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's beige wide-leg Trousers (solid, linen) - matches 'DressBerry Women's Beige Wide Leg Trousers'"
P173,images/P173.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's white slim Sneakers (solid, mesh) - matches 'Levis Women's White Slim Sneakers'"
P174,images/P174.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's nan regular T-Shirt (striped, cotton) - matches 'Levis Men's Green Regular T-Shirt'"
P175,images/P175.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's grey relaxed Jeans (solid, nan) - matches 'WROGN Women's Grey Relaxed Jeans'"
P176,images/P176.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's blue nan Running Shoes (colour-block, mesh) - matches 'Puma Women's Blue Regular Running Shoes'"
P177,images/P177.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's beige relaxed Trousers (checked, cotton) - matches 'Tokyo Talkies Men's Beige Relaxed Trousers'"
P178,images/P178.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's grey slim Sneakers (colour-block, mesh) - matches 'Levis Men's Grey Slim Sneakers'"
P179,images/P179.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's white wide Sneakers (colour-block, mesh) - matches 'Anouk Men's White Wide Sneakers'"
P180,images/P180.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's white regular Sneakers (solid, mesh) - matches 'Roadster Women's White Regular Sneakers'"
P181,images/P181.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's black tapered Cargo Pants (solid, cotton) - matches 'HERE&NOW Men's Black Tapered Cargo Pants'"
P182,images/P182.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's grey regular T-Shirt (solid, cotton) - matches 'DressBerry Men's Grey Regular T-Shirt'"
P183,images/P183.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's white slim Dress (solid, polyester) - matches 'Mast & Harbour Women's White Slim Dress'"
P184,images/P184.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's white straight Trousers (solid, linen) - matches 'HRX Women's White Straight Trousers'"
P185,images/P185.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's olive wide-leg Trousers (solid, linen) - matches 'Roadster Women's Olive Wide Leg Trousers'"
P186,images/P186.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's olive straight Trousers (nan, linen) - matches 'HRX Women's Olive Straight Trousers'"
P187,images/P187.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's blue nan Running Shoes (solid, mesh) - matches 'Puma Men's Blue Regular Running Shoes'"
P188,images/P188.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's blue slim Jeans (solid, denim) - matches 'Puma Men's Blue Slim Jeans'"
P189,images/P189.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's grey regular Running Shoes (nan, mesh) - matches 'MANGO Women's Grey Regular Running Shoes'"
P190,images/P190.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's grey slim Jeans (solid, denim) - matches 'DressBerry Men's Grey Slim Jeans'"
P191,images/P191.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's navy straight Trousers (solid, cotton) - matches 'Levis Men's Navy Straight Trousers'"
P192,images/P192.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's grey relaxed Trousers (nan, cotton) - matches 'Anouk Trousers'"
P193,images/P193.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's black straight Jeans (solid, denim) - matches 'HRX Women's Black Straight Jeans'"
P194,images/P194.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's grey regular Sneakers (solid, mesh) - matches 'DressBerry Men's Grey Regular Sneakers'"
P195,images/P195.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's blue slim Shirt (striped, cotton) - matches 'Tokyo Talkies Men's Blue Slim Shirt'"
P196,images/P196.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's grey nan Sneakers (colour-block, mesh) - matches 'Libas Men's Grey Slim Sneakers'"
P197,images/P197.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's black regular Dress (floral, polyester) - matches 'HRX Women's Black Regular Dress'"
P198,images/P198.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Women's olive wide-leg Trousers (checked, linen) - matches 'Libas Women's Olive Wide Leg Trousers'"
P199,images/P199.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's black regular Jacket (colour-block, polyester) - matches 'Levis Men's Black Regular Jacket'"
P200,images/P200.jpg,Studio Catalog Photography / Controlled Synthetic Demo Asset,PASS,"Verified studio product photography of Men's green oversized T-Shirt (graphic, cotton) - matches 'WROGN Men's Green Oversized T-Shirt'"
